$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
368$25845392$长津湖$只为你而来$2021-09-29 08:38:07$143$完全超过预期，可以说是目前为止看过的最好的国产战争片了。完全展示出了战争的残酷，但很多地方又很温馨
369$25845392$长津湖$✪$2021-10-03 09:10:20$38$考虑到还有下集，满分
370$25845392$长津湖$木·子鱼$2021-11-16 21:49:14$6$英雄们太伟大
371$25845392$长津湖$壹伍先森$2021-10-04 15:08:17$73$太乱太散了
372$25845392$长津湖$拧巴小姐$2021-09-29 10:59:04$638$国内战争题材的天花板级别。
373$25845392$长津湖$來夜方長$2021-09-29 23:04:20$64$谢谢盗梦，看了点映。很有条理地交代了战争的来龙去脉，很认真地描绘了每个有血有肉的人物，很有心地演绎了战士之间不同的情义。战争的镜头很真实很震撼。是一部很用心的电影。
374$25845392$长津湖$小樓一夜聽山雨$2021-10-01 15:20:33$85$三分给电影，两分向志愿军致敬
375$25845392$长津湖$harriet$2021-10-01 10:53:41$162$出乎意料的好看 3个小时的电影 全程无尿点 同时也感谢祖国 感谢这些为国奉献的 战友们 才让我们生活在盛世中。
376$25845392$长津湖$🧚‍♀️$2021-10-05 03:21:39$24$场面宏大，情感丰富，值得！像伟大的志愿军致敬！最可爱的人！
377$25845392$长津湖$亮晶晶$2021-10-01 04:23:32$170$致敬英雄
378$25845392$长津湖$DearLeslie$2021-09-25 18:05:21$48$看的首映，前半段真的很不错，那种从家里坐上火车去异国他乡战斗的场景。后半段太主旋律电影了，兰小龙的剧本斯以为还是更适合拍成电视剧。
379$25845392$长津湖$珍珠奶茶$2021-10-01 17:47:47$107$铭记历史，英雄永驻。
380$25845392$长津湖$太古神品$2021-09-30 17:24:21$199$249
381$25845392$长津湖$豆友170928699$2021-10-01 22:42:50$22$不要打仗
382$25845392$长津湖$竹兮💚$2021-10-07 22:51:16$9$"跟某人一起看的第一部电影💌
战争是现实而残酷的。"
383$25845392$长津湖$橘子汽水$2021-09-30 22:27:44$210$致敬英雄，好看！
384$25845392$长津湖$Nov.Rain$2021-10-05 23:09:04$19$"我的眼泪不争气啊😭
愿祖国世代繁荣昌盛，
愿世界再无百里硝烟。"
385$25845392$长津湖$Joey$2021-10-02 22:54:35$32$看得很累
386$25845392$长津湖$安静的风$2021-10-10 21:05:22$0$最后有点意犹未尽，结束的太快了点，如果结尾有个情绪抒发的点就好了。战役过程特别是第一场战斗过程稍微长了点
387$25845392$长津湖$Jayong$2021-10-30 17:13:59$2$#2021.119#保利国际影城#北京#引“《长津湖》是目前我们能做到的最好水平，它有瑕疵，但瑕不掩瑜。因为电影它在今天所引发的社会现象已经不是金钱所能衡量的了。一场国家级别的纪念。对那次战役、那场战争以及一切人民英雄的纪念。”
388$25845392$长津湖$peter$2021-10-02 21:14:02$29$事迹本身所带给我的感动或者激动远大于影片所传达出来的
389$25845392$长津湖$海上消失的钢琴$2021-10-02 09:18:30$29$《长津湖》如果没有拍最后的长津湖战役还是挺不错的。
390$25845392$长津湖$布拉德痞特儿$2022-03-29 11:38:14$11$说实话挺一般，中国现在拍战争片，很容易就拍成动作片，主角除胡军一个没死，4个人硬是发挥出一个营的战斗力。不要求拍出格局更大的反战电影，主旋律对于提升民族自豪感确实是必要的，但我们更希望看到真实的历史。
391$25845392$长津湖$mirror$2021-09-30 19:09:08$368$回顾历史～致敬英雄～
392$25845392$长津湖$波洛克起飞了$2021-09-25 17:46:28$20$在分会场看了首映，战争场面很震撼，是我在国产战争片中鲜少看到的有战术而不是乱打糊弄观众的战争片，主创团队确实下功夫了。文戏部分也还不错，但明显感觉年轻演员在老戏骨堆里比较弱，还需要继续努力。此外，这次所有演员都说普通话，而不是天南海北的并不标准的方言，反而不是那么出戏了。
393$25845392$长津湖$开心最重要！$2021-09-25 17:44:19$334$"很幸运，去参与了“33城首映”，想说的好多好多，但简而言之，就是值得我们每一位去看！
其实，以前的我挺无语的，因为不喜欢历史这门科目而选择了理科，而现在我却又在基层教历史，每回讲历史的时候都很怕自己讲错，查询各种各样的资料，一直以来上历史课对于我来说，那就是胆战心惊。但这一年，我逐渐有了改变，先是《觉醒年代》，思想的进步、觉醒，再到现在的《长津湖》，曾经先人们抛头颅洒热血的震撼，给我的触动很大很大，我们不该遗忘历史，不该觉得历史无所谓！
希望每个人都可以通过这部影片，真切的感受先勇烈士们的不易，珍惜当下的生活！"
394$25845392$长津湖$伊布小姐$2022-06-23 23:21:14$17$英雄们都值得尊敬。不过片子的确拍得一般，混乱、都往里堆。
395$25845392$长津湖$无角鹿$2021-10-04 15:08:42$20$"场面是很大
但似乎好像也就是场面很大……"
396$25845392$长津湖$Bowsoul$2021-10-02 21:09:48$59$绝对不能拍成什么底层士兵之类的小人物对战争的反思，一方面西方近现代战争史缺乏正义性才会疯狂谈什么小人物反思战争。另一方面，求求评论区的人去看看纪录片，哪怕看看知乎也行，对战争与战略意图的认识一点也没有，对当时敌我双方的态势也没一点认识，就知道轮歼敌人数。战争不是我们所期望的，但是为了国家独立，民族存亡而战，是正义而伟大的，没什么好反思的。
397$25845392$长津湖$程迦南$2021-10-01 22:42:43$101$拍得够狠的片子。没有主旋律电影里的主角光环，子弹打进皮肉，你一拳我一拳的肉搏，看得心惊胆战。全程无尿点，雷排长死的时候一片抽泣声，但是结尾略仓促。主演们演技在线，四字弟弟的反差也有够大，值得二刷。
398$25845392$长津湖$别呀$2021-11-28 17:43:38$19$我爷爷参加了抗美援朝，以前说起来只觉得骄傲，觉得爷爷厉害，看了这个电影，才能感觉到爷爷的不容易，活下来就很不容易。看电影的时候每每想到，爷爷就是这些人中的一员，就忍不住流泪，是因为他们那一辈人的奋战，我们才有这样没有硝烟的和平时代，每一位战士都值得尊敬。
399$25845392$长津湖$正直$2021-10-05 08:51:07$19$叙事时间分配有问题，铺垫太长，前戏太长。叙事重点偏移，未突出表现后续阻击战。战争场面大而无当，效果不佳。在《红海行动》中狙击战、坦克战都紧张刺激，观众看得也清楚。在这里观众只看到一片混乱。有感人的地方是因为真实历史让人感动，而不是影片水平高。三大导合作巨制效果如此，令人遗憾。
400$25845392$长津湖$某猪·坑坑洼洼$2021-10-27 01:13:16$3$说实话，从头突突突到尾真的反而少了冲击点，无论是情感还是视觉上的。反倒是知乎54青年节那一部短片《重逢》，短短15分钟，几乎没有什么大场面，更能直击人心。吴京在我和我的父辈里那1/4也更动人
401$25845392$长津湖$逃脱矩阵$2023-01-29 21:16:57$1$剧情一般，但是120帧，特效极佳，试听感受非常棒
402$25845392$长津湖$实栗$2021-10-02 14:32:58$11$雷公这个角色塑造的好饱满，胡军永远的神
403$25845392$长津湖$森绘怡佳$2021-09-30 16:33:00$220$演技大赞 绝对优秀的献礼片
404$25845392$长津湖$Ben.s$2021-09-27 22:11:58$460$看片会。和之前几部博纳出品的主旋律影片一样，缺点和优点同样突出，但是在目前的这样一个国际局势背景之下，我觉得它值得五星。
405$25845392$长津湖$ccccc$2021-09-30 15:14:31$234$哭的我哇哇叫，抗美援朝立国之战，和平来之不易
406$25845392$长津湖$@大月半子$2022-01-01 18:35:36$6$将近三个小时的片子，却连战役的背景和进程都交代不清。为了那些所谓明星而掺杂了太多拼凑的戏码，没意思。总体而言，随便找个当年的战争片（比如《南征北战》）就把这部甩出十条街了。所以，本片只不过是沾了题材本身的光
407$25845392$长津湖$柠檬酸要吗$2021-10-02 22:54:11$26$真的好长啊！有个疑问，五万里中弹后为啥又活蹦乱跳一点事都没有呢，后面也没再提到背后中弹的事🤔
408$25845392$长津湖$毁灭吧$2021-09-27 08:40:55$140$"人物细节特别用心的，角色个性不只是用那种大主线剧情展现，就是几个重要part衔接时的一小段对话或动作，看得时候不会觉得在演，但到后段又会觉得，这角色连接到之前细节这样是蛮妙的。
四字弟弟的角色无疑是演绎最为完整的，年纪轻轻却能在一众比他资深的演员中脱颖而出，不愧三金提名"
409$25845392$长津湖$🌻$2021-10-03 17:45:15$16$“如果我们不打，就是我们的下一代要打。”永远对今天的幸福生活充满感激。
410$25845392$长津湖$弹剑作歌$2021-09-25 18:41:16$510$"长津湖首映归来，不带剧透的几句repo。

比起震撼更想用恢宏来形容，磅礴，是一览众山小，是平静海面突然炸起巨浪涛天。几位导演个人特色非常鲜明但不割裂，每个镜头都让人非常舒服，没有往常套路电影的古板说教环节、没有扼住你咽喉指着你鼻子说「你给我哭」，自然流畅的讲述了那个时代的故事，激烈场面甚至会情不自禁地屏住呼吸，悬着心等待。

有好几个瞬间让我觉得历史和我眼前的时空重叠在一起，切实地感受到那段峥嵘岁月。

不需要任何纠结和犹豫，正式上映后值得反复重刷。绝对超过以往任何的同类型片。"
411$25845392$长津湖$alan sister$2022-01-15 09:33:39$14$拍的太一般，这种电影还用了搞笑片的剪辑手法？
412$25845392$长津湖$🐝$2021-09-30 16:01:26$35$还是很有冲击力的～因为有他们山河才无恙～感恩一切f
413$25845392$长津湖$gigi$2021-10-01 21:54:18$71$热血沸腾的一部电影，钢七连第677名战士非常赞。
414$25845392$长津湖$Cheney$2022-03-13 08:51:43$2$几条故事线切换真的好乱
415$25845392$长津湖$浙江潮$2021-10-04 23:14:25$33$演技一般。剧本略差。山舞银蛇，原驰蜡象很好，也敬佩“英雄”，但还是要再多雕琢一下才能对得起这个题材。
416$25845392$长津湖$追寻$2021-10-05 18:22:55$11$比多数国产要强了，横向比可能没有四星，但纵向比肯定是有的，四星鼓励，希望国产战争片越拍越好！
417$25845392$长津湖$丸子不知道$2021-10-17 18:08:47$14$"咱们国家的主旋律片真的越拍越有水平了！战争场面的细节很到位，慢速和特写镜头的运用效果十足，代入感拉满，连成线的子弹让“枪林弹雨”这个词瞬间有了画面感和紧张感。两场战争戏节奏把握的都很好，三个小时也不觉得疲劳。人物刻画很丰满，情绪渲染也很自然。吴京不愧是中国票房最高的男人！
致敬最可爱的人！"
418$25845392$长津湖$杜望川$2022-03-27 17:57:42$2$历史当然应该被铭记，烈士当然应该被歌颂。然而如果只忙着传唱历史，忽视了当下，那么牺牲只会白费。叙事越宏大，越显得今时今日的冷漠。解放军战士们是抱着希望后代活在没有硝烟的时代才愿意付出生命，却绝不会想看到如今的人命不被重视。看主旋律电影的每个人都应该搞清楚纪念那段历史的真正目的。小村庄夜战拍的不错，后面的总攻就有些凌乱和刻意煽情。放着这么一个不听命令的熊弟弟在自己部队里不教训，未免有些牵强了。
419$25845392$长津湖$温暖的弦$2021-09-30 16:00:12$220$燃爆了，真正的大片
420$25845392$长津湖$刀逼刀$2021-10-02 21:18:16$16$相当期待！导演名单里，若把陈换成张，林换成杜，保留徐老怪。那就会更好看了！
421$25845392$长津湖$西皮二六$2021-10-21 21:32:05$11$人民子弟兵是最可爱的人！致敬！
422$25845392$长津湖$多福多福$2021-10-01 14:53:38$59$无法用言语形容的震撼
